"dow","time_utc","latitude","longitude"
"1","00:04:00","33.121623","-117.087009"
"1","00:04:00","32.537795","-94.747438"
"1","00:04:00","34.965214","-89.987175"
"1","00:04:00","41.553422","-87.160109"
"1","00:04:00","47.7021834","-117.4125054"
"1","00:04:00","41.553422","-87.160109"
"1","00:04:00","35.15644130594445","-89.78325063667151"
"1","00:04:00","41.840135","-88.001829"
"1","00:04:00","45.286154","-93.808001"
"1","00:04:00","47.657364","-117.562738"
"1","00:04:00","34.965214","-89.987175"
"1","00:04:00","38.527349","-90.362731"
"1","00:04:00","39.98987","-85.933095"
"1","00:04:00","35.757901","-78.734872"
"1","00:04:00","26.036613","-80.162628"
"1","00:04:00","30.530236","-97.815308"
"1","00:04:00","36.13675","-86.801326"
"1","00:04:00","33.9148759","-117.3324285"
"1","00:04:00","39.319035","-84.420887"
"1","00:04:00","47.657364","-117.562738"
"1","00:04:00","32.463155","-90.137812"
"1","00:04:00","37.253762","-77.394594"
"1","00:04:00","38.3512104","-85.7944298"
"1","00:04:00","36.3060707","-94.1759255"
"1","00:04:00","36.13675","-86.801326"
"1","00:04:00","34.443053","-119.831209"
"1","00:04:00","36.176579","-94.16318"
"1","00:05:00","25.921817","-81.725629"
"1","00:05:00","33.923936","-118.128651"
"1","00:05:00","37.760691","-121.458889"
"1","00:05:00","43.6216","-116.349"
"1","00:05:00","25.921817","-81.725629"
"1","00:05:00","30.21853","-85.873588"
"1","00:05:00","37.5673779","-77.4671905"
"1","00:05:00","40.738557","-73.98977"
"1","00:05:00","38.674509","-90.41099"
"1","00:05:00","33.771556","-116.955271"
"1","00:05:00","42.71096","-73.81666"
"1","00:05:00","33.334636","-86.984875"
"1","00:05:00","39.351898","-74.444099"
"1","00:05:00","35.0636457","-89.7584835"
"1","00:05:00","25.955702","-80.14167"
"1","00:05:00","29.489221","-98.590688"
"1","00:05:00","39.319035","-84.420887"
"1","00:05:00","40.73114","-74.001535"
"1","00:05:00","34.944868","-82.00075"
"1","00:05:00","38.9965426","-77.0253851"
"1","00:05:00","42.325253","-71.062734"
"1","00:05:00","35.1323819","-90.0600523"
"1","00:06:00","32.767371","-117.166043"
"1","00:06:00","33.977982","-118.391664"
"1","00:06:00","34.896782","-95.760256"
"1","00:06:00","35.0636457","-89.7584835"
"1","00:06:00","37.4997399","-121.9731751"
"1","00:06:00","35.531667","-97.479717"
"1","00:06:00","47.384745","-122.234268"
"1","00:06:00","41.930173","-87.688045"
"1","00:06:00","32.152076","-110.988002"
"1","00:06:00","40.1467848","-82.9865032"
"1","00:06:00","33.9148759","-117.3324285"
"1","00:06:00","40.1467848","-82.9865032"
"1","00:06:00","30.44775","-97.663699"
"1","00:06:00","35.115088","-89.894172"
"1","00:06:00","33.9148759","-117.3324285"
"1","00:06:00","36.068094","-115.178368"
"1","00:06:00","47.657364","-117.562738"
"1","00:07:00","42.660761","-83.434252"
"1","00:07:00","43.082851","-73.787671"
"1","00:07:00","34.117098","-117.836118"
"1","00:07:00","35.05111345546406","-89.68517060794977"
"1","00:07:00","34.7915","-92.229"
"1","00:07:00","36.340589","-94.176521"
"1","00:07:00","40.7435","-73.9767"
"1","00:07:00","36.03711","-79.843762"
"1","00:07:00","37.991738","-87.496008"
"1","00:07:00","28.3697613","-81.5197128"
"1","00:07:00","39.763721","-89.607786"
"1","00:07:00","41.7685","-88.0685"
"1","00:07:00","37.404989","-122.109561"
"1","00:07:00","35.683116268035825","-105.93808627383052"
"1","00:07:00","30.0980483","-81.5189453"
"1","00:07:00","40.22055249033839","-75.12521263613854"
"1","00:07:00","36.3060707","-94.1759255"
"1","00:07:00","41.930173","-87.688045"
"1","00:08:00","37.1264308","-113.6065537"
"1","00:08:00","32.9194393","-97.0875573"
"1","00:08:00","30.44775","-97.663699"
"1","00:08:00","37.6507","-122.1008"
"1","00:08:00","35.37206178044613","-94.35845838583496"
"1","00:08:00","41.6315027","-93.701071"
"1","00:08:00","29.605484","-98.2704325"
"1","00:08:00","33.771556","-116.955271"
"1","00:08:00","40.185342","-74.883409"
"1","00:08:00","29.564808","-98.4869417"
"1","00:08:00","36.173116","-94.552257"
"1","00:08:00","34.7915","-92.229"
"1","00:08:00","35.37206178044613","-94.35845838583496"
"1","00:08:00","34.187053","-118.412752"
"1","00:08:00","35.683116268035825","-105.93808627383052"
"1","00:08:00","28.557424","-81.340708"
"1","00:08:00","35.2009803","-89.7868065"
"1","00:08:00","28.052071","-82.7004"
"1","00:09:00","28.052071","-82.7004"
"1","00:09:00","28.052071","-82.7004"
"1","00:09:00","35.2009803","-89.7868065"
"1","00:09:00","28.052071","-82.7004"
"1","00:09:00","34.048161","-84.296529"
"1","00:09:00","28.557424","-81.340708"
"1","00:09:00","39.89055545392267","-105.05822536712726"
"1","00:09:00","38.4100901","-90.3861218"
"1","00:09:00","38.915815","-94.648118"
"1","00:09:00","33.187704","-96.637952"
"1","00:09:00","32.463155","-90.137812"
"1","00:09:00","29.5181492","-98.5051195"
"1","00:09:00","37.8329817","-122.2920468"
"1","00:09:00","39.89055545392267","-105.05822536712726"
"1","00:09:00","35.9251","-84.0372"
"1","00:09:00","29.564808","-98.4869417"
"1","00:09:00","30.46263","-84.2124883"
"1","00:09:00","45.53132","-122.65039"
"1","00:10:00","28.052071","-82.7004"
"1","00:10:00","41.5804","-109.2616"
"1","00:10:00","42.009303","-87.765049"
"1","00:10:00","34.370824","-89.547522"
"1","00:10:00","40.704879","-73.9332423"
"1","00:10:00","34.9622","-89.8764"
"1","00:10:00","36.3060707","-94.1759255"
"1","00:10:00","35.9251","-84.0372"
"1","00:10:00","33.764463","-118.193337"
"1","00:10:00","39.74081","-105.042525"
"1","00:11:00","36.107955","-94.149003"
"1","00:11:00","37.288734","-121.989949"
"1","00:11:00","36.1233016","-94.1565558"
"1","00:11:00","33.843803","-117.989349"
"1","00:11:00","36.22804","-119.335835"
"1","00:11:00","37.6573","-113.082"
"1","00:11:00","28.0695285","-82.575762"
"1","00:11:00","34.370824","-89.547522"
"1","00:11:00","33.844868","-118.261616"
"1","00:11:00","30.46263","-84.2124883"
"1","00:11:00","39.74081","-105.042525"
"1","00:12:00","29.482963","-81.203706"
"1","00:12:00","40.217054","-111.663636"
"1","00:12:00","41.6652","-70.2878"
"1","00:12:00","33.5396","-101.9224"
"1","00:12:00","35.9277","-79.0272"
"1","00:12:00","35.9277","-79.0272"
"1","00:12:00","37.67345","-122.081223"
"1","00:12:00","21.4529107","-158.0065092"
"1","00:12:00","34.370824","-89.547522"
"1","00:12:00","32.9103298","-96.8766663"
"1","00:12:00","32.8676","-96.7416"
"1","00:12:00","43.0251657","-77.4474586"
"1","00:12:00","45.53132","-122.65039"
"1","00:12:00","37.672817","-77.454922"
"1","00:12:00","36.1139885","-115.198058"
"1","00:12:00","42.5482304","-83.7996471"
"1","00:13:00","31.8346","-106.5634"
"1","00:13:00","44.864738","-89.633138"
"1","00:13:00","30.44775","-97.663699"
"1","00:13:00","29.586837","-95.62736"
"1","00:13:00","34.839939","-82.360591"
"1","00:13:00","29.6248001","-82.3978215"
"1","00:13:00","42.3546","-73.8381"
"1","00:13:00","32.8780485","-83.7631755"
"1","00:13:00","34.218077","-119.063184"
"1","00:13:00","34.428047","-119.871665"
"1","00:13:00","44.8540012","-93.4255742"
"1","00:13:00","33.5637387","-117.2022188"
"1","00:13:00","28.0695285","-82.575762"
"1","00:13:00","33.2196","-111.6372"
"1","00:14:00","37.41920238493712","-121.89557669623976"
"1","00:14:00","34.239657","-119.175573"
"1","00:14:00","37.7334303","-120.9511567"
"1","00:14:00","30.1449413","-95.55175"
"1","00:14:00","37.986794","-122.587634"
"1","00:14:00","36.3268","-119.670416"
"1","00:14:00","36.8316","-94.391248"
"1","00:14:00","28.130752","-82.37066"
"1","00:14:00","30.7788","-86.5567"
"1","00:14:00","39.754741","-89.727233"
"1","00:14:00","40.1467848","-82.9865032"
"1","00:14:00","40.919873","-111.89308"
"1","00:14:00","21.396191","-157.975738"
"1","00:14:00","30.2633455","-81.553895"
"1","00:14:00","28.0695285","-82.575762"
"1","00:14:00","33.1442811","-96.6760933"
"1","00:14:00","40.1467848","-82.9865032"
"1","00:14:00","41.690391","-91.599968"
"1","00:14:00","40.738557","-73.98977"
"1","00:15:00","38.744453","-90.753242"
"1","00:15:00","30.455308","-88.888641"
"1","00:15:00","32.9194393","-97.0875573"
"1","00:15:00","43.040086","-88.183404"
"1","00:15:00","36.340589","-94.176521"
"1","00:15:00","30.455308","-88.888641"
"1","00:15:00","35.05111345546406","-89.68517060794977"
"1","00:15:00","37.6507","-122.1008"
"1","00:16:00","27.943246","-82.324448"
"1","00:16:00","32.76878193708063","-117.1231933318841"
"1","00:16:00","41.923293","-88.269138"
"1","00:16:00","26.036613","-80.162628"
"1","00:16:00","30.414662460710982","-97.65077568916352"
"1","00:16:00","35.74512","-78.8828"
"1","00:16:00","36.021122","-115.0912587"
"1","00:16:00","39.743122","-104.9928887"
"1","00:16:00","37.976202","-122.036232"
"1","00:16:00","37.856664","-122.253298"
"1","00:16:00","40.72903896415177","-73.98785258798479"
"1","00:16:00","33.830553","-118.086816"
"1","00:16:00","37.7022787","-122.4715696"
"1","00:16:00","32.611942","-85.4054917"
"1","00:16:00","30.455308","-88.888641"
"1","00:16:00","33.977982","-118.391664"
"1","00:16:00","34.017773","-84.193275"
"1","00:17:00","37.81396","-122.267457"
"1","00:17:00","27.943246","-82.324448"
"1","00:17:00","35.3716414","-80.7248907"
"1","00:17:00","42.332698","-122.866563"
"1","00:17:00","44.741105","-93.286322"
"1","00:17:00","38.880909","-104.716345"
"1","00:17:00","47.7127","-122.18"
"1","00:17:00","27.943246","-82.324448"
"1","00:17:00","40.520756","-105.04245"
"1","00:17:00","30.414662460710982","-97.65077568916352"
"1","00:17:00","35.0636457","-89.7584835"
"1","00:17:00","35.2009803","-89.7868065"
"1","00:17:00","35.05111345546406","-89.68517060794977"
"1","00:17:00","27.943246","-82.324448"
"1","00:17:00","34.965214","-89.987175"
"1","00:17:00","27.943246","-82.324448"
"1","00:17:00","38.880909","-104.716345"
"1","00:17:00","35.108371","-80.874722"
"1","00:17:00","34.284905","-118.7720713"
"1","00:17:00","38.674509","-90.41099"
"1","00:17:00","40.75462","-73.924025"
"1","00:17:00","27.943246","-82.324448"
"1","00:17:00","32.704675","-114.60228"
"1","00:17:00","35.460308","-94.345565"
"1","00:17:00","40.919873","-111.89308"
"1","00:17:00","40.520756","-105.04245"
"1","00:18:00","47.68072","-122.1228939"
"1","00:18:00","40.700073","-111.887445"
"1","00:18:00","40.619136","-111.981124"
"1","00:18:00","27.943246","-82.324448"
"1","00:18:00","35.369399","-119.013305"
"1","00:18:00","27.943246","-82.324448"
"1","00:18:00","38.587152","-92.2520327"
"1","00:18:00","27.943246","-82.324448"
"1","00:18:00","38.880909","-104.716345"
"1","00:18:00","33.922304","-116.9543852"
"1","00:18:00","33.07521","-97.086083"
"1","00:18:00","28.130752","-82.37066"
"1","00:19:00","27.89826","-97.311847"
"1","00:19:00","39.743122","-104.9928887"
"1","00:19:00","31.503976","-97.147852"
"1","00:19:00","28.130752","-82.37066"
"1","00:19:00","37.3253304","-121.9478324"
"1","00:19:00","44.96709","-93.347478"
"1","00:19:00","26.484165","-81.7934637"
"1","00:19:00","37.6507","-122.1008"
"1","00:19:00","40.865976","-73.631541"
"1","00:19:00","36.107247819171704","-86.75526576882703"
"1","00:19:00","26.3767516","-80.1149121"
"1","00:19:00","28.6019533","-81.3640295"
"1","00:19:00","30.4236955","-97.8467778"
"1","00:19:00","34.0717584","-84.2786887"
"1","00:19:00","35.8488101","-78.8889544"
"1","00:19:00","41.570262","-93.807039"
"1","00:19:00","37.756222","-122.4213112"
"1","00:20:00","45.019378","-93.481198"
"1","00:20:00","47.6614","-122.3183"
"1","00:20:00","33.8719425","-118.3579802"
"1","00:20:00","35.15644130594445","-89.78325063667151"
"1","00:20:00","34.443053","-119.831209"
"1","00:20:00","42.325253","-71.062734"
"1","00:20:00","34.7575763","-86.74181"
"1","00:20:00","30.414662460710982","-97.65077568916352"
"1","00:20:00","41.7532006","-111.8318209"
"1","00:20:00","35.15644130594445","-89.78325063667151"
"1","00:20:00","30.202058","-92.045689"
"1","00:20:00","34.040371","-84.677465"
"1","00:20:00","34.040371","-84.677465"
"1","00:20:00","37.81396","-122.267457"
"1","00:20:00","35.115088","-89.894172"
"1","00:20:00","29.489221","-98.590688"
"1","00:20:00","33.576814","-117.726697"
"1","00:20:00","33.8719425","-118.3579802"
"1","00:20:00","37.756222","-122.4213112"
"1","00:21:00","32.9812136","-117.082019"
"1","00:21:00","38.797412","-121.293676"
"1","00:21:00","32.9812136","-117.082019"
"1","00:21:00","44.984802","-93.25571"
"1","00:21:00","25.784945","-80.379768"
"1","00:21:00","35.460308","-94.345565"
"1","00:21:00","40.715143","-73.9911467"
"1","00:21:00","36.176579","-94.16318"
"1","00:21:00","40.7661726","-111.9036223"
"1","00:21:00","25.9551756","-97.502327"
"1","00:21:00","34.7027291","-118.1801334"
"1","00:21:00","37.3740182","-122.0330588"
"1","00:21:00","40.520756","-105.04245"
"1","00:22:00","35.39318","-97.490165"
"1","00:22:00","34.07168213966709","-118.3493956356453"
"1","00:22:00","37.6959234","-120.9977461"
"1","00:22:00","28.470092","-81.446234"
"1","00:22:00","30.2545","-97.8683"
"1","00:22:00","44.650063","-93.300426"
"1","00:22:00","38.0028476","-122.5450271"
"1","00:22:00","33.830553","-118.086816"
"1","00:22:00","40.1467848","-82.9865032"
"1","00:22:00","40.307609","-111.7356703"
"1","00:22:00","38.0028476","-122.5450271"
"1","00:22:00","32.9194393","-97.0875573"
"1","00:22:00","35.0636457","-89.7584835"
"1","00:22:00","25.784945","-80.379768"
"1","00:22:00","37.3740182","-122.0330588"
"1","00:22:00","37.6959234","-120.9977461"
"1","00:22:00","30.292442","-87.628949"
"1","00:22:00","35.15644130594445","-89.78325063667151"
"1","00:22:00","28.130752","-82.37066"
"1","00:22:00","28.470092","-81.446234"
"1","00:22:00","40.75462","-73.924025"
"1","00:22:00","28.470092","-81.446234"
"1","00:23:00","35.8488101","-78.8889544"
"1","00:23:00","34.07168213966709","-118.3493956356453"
"1","00:23:00","28.130752","-82.37066"
"1","00:23:00","28.470092","-81.446234"
"1","00:23:00","28.130752","-82.37066"
"1","00:23:00","39.834758","-75.100479"
"1","00:23:00","36.0682729","-80.3342562"
"1","00:23:00","40.520756","-105.04245"
"1","00:23:00","35.15644130594445","-89.78325063667151"
"1","00:23:00","35.05111345546406","-89.68517060794977"
"1","00:23:00","41.195062","-111.982216"
"1","00:23:00","44.650063","-93.300426"
"1","00:23:00","41.9335842","-87.6456908"
"1","00:23:00","41.570262","-93.807039"
"1","00:23:00","28.470092","-81.446234"
"1","00:23:00","35.8488101","-78.8889544"
"1","00:23:00","34.0717584","-84.2786887"
"1","00:23:00","40.489085","-74.415421"
"1","00:23:00","37.7843985","-122.4056104"
"1","00:24:00","35.8488101","-78.8889544"
"1","00:24:00","29.731016","-95.440731"
"1","00:24:00","33.298832","-111.89948"
"1","00:24:00","29.731016","-95.440731"
"1","00:24:00","33.0015604","-96.9708467"
"1","00:24:00","29.786748","-95.774592"
"1","00:24:00","40.1467848","-82.9865032"
"1","00:24:00","33.8719425","-118.3579802"
"1","00:24:00","37.7843985","-122.4056104"
"1","00:24:00","40.7751676","-73.9819053"
"1","00:24:00","27.8486633","-82.3484671"
"1","00:24:00","38.94729","-104.793863"
"1","00:24:00","39.834758","-75.100479"
"1","00:24:00","27.8486633","-82.3484671"
"1","00:24:00","27.8486633","-82.3484671"
"1","00:24:00","36.219683","-83.261535"
"1","00:25:00","33.9148759","-117.3324285"
"1","00:25:00","36.617776","-88.313269"
"1","00:25:00","29.6084858194","-98.5992800729"
"1","00:25:00","47.7029785","-122.3256851"
"1","00:25:00","37.41920238493712","-121.89557669623976"
"1","00:25:00","35.241103","-114.039719"
"1","00:25:00","37.3253304","-121.9478324"
"1","00:25:00","34.420948","-119.701012"
"1","00:25:00","39.834758","-75.100479"
"1","00:25:00","26.187273","-97.714484"
"1","00:25:00","32.463155","-90.137812"
"1","00:26:00","41.630495","-81.424249"
"1","00:26:00","39.834758","-75.100479"
"1","00:26:00","40.307609","-111.7356703"
"1","00:26:00","39.1633","-78.1631"
"1","00:26:00","34.242646","-77.832765"
"1","00:26:00","30.292442","-87.628949"
"1","00:26:00","46.8337427","-100.7714302"
"1","00:26:00","34.074407","-83.913517"
"1","00:26:00","47.694996","-116.805468"
"1","00:26:00","40.7435","-73.9767"
"1","00:26:00","43.1683","-89.271"
"1","00:26:00","21.38596468944094","-157.9305098856183"
"1","00:26:00","30.530236","-97.815308"
"1","00:26:00","35.280705566908914","-120.65973627149666"
"1","00:26:00","47.694996","-116.805468"
"1","00:26:00","46.224668","-119.232366"
"1","00:26:00","33.9148759","-117.3324285"
"1","00:26:00","42.438927","-76.49727"
"1","00:26:00","39.907647","-86.064025"
"1","00:26:00","29.483592","-98.714477"
"1","00:26:00","41.260015","-95.989709"
"1","00:26:00","40.1467848","-82.9865032"
"1","00:27:00","35.2009803","-89.7868065"
"1","00:27:00","32.1366667","-81.2516331"
"1","00:27:00","42.004844","-87.661138"
"1","00:27:00","45.216258","-93.595778"
"1","00:27:00","36.219683","-83.261535"
"1","00:27:00","40.6616","-73.9797"
"1","00:27:00","35.6122375","-97.5583891"
"1","00:27:00","30.7788","-86.5567"
"1","00:27:00","43.014753","-89.466358"
"1","00:27:00","27.23345","-82.492363"
"1","00:27:00","47.565329","-122.629949"
"1","00:27:00","33.9946382","-117.9286821"
"1","00:27:00","38.527349","-90.362731"
"1","00:27:00","41.195062","-111.982216"
"1","00:27:00","44.650063","-93.300426"
"1","00:27:00","41.195062","-111.982216"
"1","00:27:00","41.195062","-111.982216"
"1","00:28:00","43.592345","-116.368754"
"1","00:28:00","26.2838","-80.1865"
"1","00:28:00","40.1467848","-82.9865032"
"1","00:28:00","21.38596468944094","-157.9305098856183"
"1","00:28:00","39.16062","-76.724989"
"1","00:28:00","46.2534334","-119.3120518"
"1","00:28:00","42.227631","-83.681855"
"1","00:28:00","26.2838","-80.1865"
"1","00:28:00","43.592345","-116.368754"
"1","00:28:00","27.23345","-82.492363"
"1","00:28:00","40.714144","-73.9525654745065"
"1","00:28:00","27.23345","-82.492363"
"1","00:28:00","60.556647","-151.250281"
"1","00:28:00","35.0987","-106.5686"
"1","00:28:00","36.8073474","-119.6923755"
"1","00:28:00","36.8073474","-119.6923755"
"1","00:28:00","40.6848612","-73.9965739"
"1","00:28:00","46.687516","-122.957804"
"1","00:28:00","45.0317829","-92.9749161"
"1","00:29:00","39.708339","-105.076272"
"1","00:29:00","32.767371","-117.166043"
"1","00:29:00","40.704879","-73.9332423"
"1","00:29:00","28.470092","-81.446234"
"1","00:29:00","31.3314898","-89.350081615"
"1","00:29:00","28.470092","-81.446234"
"1","00:29:00","39.89055545392267","-105.05822536712726"
"1","00:29:00","39.16062","-76.724989"
"1","00:29:00","28.464702","-81.306124"
"1","00:29:00","36.2058484","-86.6956125"
"1","00:29:00","40.68735040991792","-73.9739937587206"
"1","00:29:00","42.041416","-88.033695"
"1","00:29:00","39.708339","-105.076272"
"1","00:29:00","26.032185","-80.356032"
"1","00:29:00","37.7843985","-122.4056104"
"1","00:29:00","27.23345","-82.492363"
"1","00:29:00","39.1633","-78.1631"
"1","00:30:00","36.068094","-115.178368"
"1","00:30:00","40.724701","-73.990402"
"1","00:30:00","40.722243","-111.858035"
"1","00:30:00","31.524969","-97.159835"
"1","00:30:00","30.530236","-97.815308"
"1","00:30:00","45.512481","-122.645203"
"1","00:30:00","37.1585933023925","-93.21249121078873"
"1","00:30:00","40.719852","-111.540692"
"1","00:30:00","40.719852","-111.540692"
"1","00:30:00","39.74081","-105.042525"
"1","00:30:00","46.687516","-122.957804"
"1","00:30:00","38.0028476","-122.5450271"
"1","00:30:00","35.15644130594445","-89.78325063667151"
"1","00:30:00","28.470092","-81.446234"
"1","00:30:00","31.3314898","-89.350081615"
"1","00:31:00","30.470509","-97.807653"
"1","00:31:00","26.35344","-80.0882478"
"1","00:31:00","43.0010805","-85.5930334"
"1","00:31:00","28.470092","-81.446234"
"1","00:31:00","30.470509","-97.807653"
"1","00:31:00","40.714859","-74.014968"
"1","00:31:00","30.292442","-87.628949"
"1","00:31:00","38.0028476","-122.5450271"
"1","00:31:00","33.745868","-116.997061"
"1","00:31:00","28.470092","-81.446234"
"1","00:31:00","28.464702","-81.306124"
"1","00:31:00","26.367001","-98.793602"
"1","00:31:00","42.227631","-83.681855"
"1","00:31:00","29.6248001","-82.3978215"
"1","00:31:00","38.4100901","-90.3861218"
"1","00:31:00","26.239268","-98.212377"
"1","00:31:00","35.0987","-106.5686"
"1","00:32:00","42.227631","-83.681855"
"1","00:32:00","47.68072","-122.1228939"
"1","00:32:00","29.731016","-95.440731"
"1","00:32:00","47.424115","-120.312148"
"1","00:32:00","25.77156","-80.1908671"
"1","00:32:00","37.7843985","-122.4056104"
"1","00:32:00","37.5273","-122.0012"
"1","00:32:00","43.592345","-116.368754"
"1","00:32:00","39.6301","-106.056"
"1","00:32:00","40.017287","-105.254425"
"1","00:32:00","36.13675","-86.801326"
"1","00:33:00","26.367001","-98.793602"
"1","00:33:00","36.2379865","-115.1223069"
"1","00:33:00","30.371694","-95.487885"
"1","00:33:00","40.017287","-105.254425"
"1","00:33:00","40.814082028573765","-96.68837558521346"
"1","00:33:00","39.959702","-86.11731"
"1","00:33:00","40.773499","-73.983597"
"1","00:33:00","36.081782","-86.948204"
"1","00:33:00","36.1442","-115.1741"
"1","00:33:00","37.7632","-121.956"
"1","00:34:00","34.0763294","-118.3457652"
"1","00:34:00","39.370702","-76.46464"
"1","00:34:00","41.921318","-87.66524"
"1","00:34:00","42.070207","-88.147738"
"1","00:34:00","40.69058","-73.98232"
"1","00:34:00","38.9075055","-94.76723"
"1","00:34:00","45.0317829","-92.9749161"
"1","00:34:00","34.05952674429412","-118.41280917221042"
"1","00:34:00","25.77156","-80.1908671"
"1","00:34:00","34.418229","-119.697225"
"1","00:34:00","39.982548","-104.823561"
"1","00:34:00","32.684","-97.1325"
"1","00:35:00","48.08410126591551","-122.1678592716261"
"1","00:35:00","33.861739","-117.920423"
"1","00:35:00","26.2658564","-98.1930933"
"1","00:35:00","42.070207","-88.147738"
"1","00:35:00","40.520756","-105.04245"
"1","00:35:00","32.400591","-96.816868"
"1","00:35:00","36.878931","-94.877381"
"1","00:35:00","30.433119","-90.085632"
"1","00:35:00","34.550258","-82.683234"
"1","00:35:00","30.329251","-97.707789"
"1","00:35:00","40.6616","-73.9797"
"1","00:35:00","40.6616","-73.9797"
"1","00:35:00","28.03947107304895","-82.52517595164906"
"1","00:35:00","37.3253304","-121.9478324"
"1","00:35:00","26.4567924","-80.1888443"
"1","00:35:00","34.550258","-82.683234"
"1","00:35:00","42.070207","-88.147738"
"1","00:35:00","30.329251","-97.707789"
"1","00:35:00","44.96709","-93.347478"
"1","00:36:00","29.586837","-95.62736"
"1","00:36:00","47.6168325","-122.2010429"
"1","00:36:00","32.400591","-96.816868"
"1","00:36:00","32.76878193708063","-117.1231933318841"
"1","00:36:00","40.700073","-111.887445"
"1","00:36:00","36.061226","-115.0439687"
"1","00:36:00","47.6168325","-122.2010429"
"1","00:36:00","42.6131","-88.4144"
"1","00:36:00","40.700073","-111.887445"
"1","00:36:00","37.5273","-122.0012"
"1","00:36:00","38.5432","-121.7408"
